acc	CpCpos2	CpCbridge	CpGpos1	CpGpos2	CpGbridge	CpUpos1	CpUpos2	CpUbridge	CpApos2	CpAbridge	GpCpos2	GpCbridge	GpGpos2	GpGbridge	GpUpos2	GpUbridge	GpApos2	GpAbridge	UpCpos1	UpCpos2	UpCbridge	UpGpos2	UpGbridge	UpUpos1	UpUpos2	UpUbridge	UpApos2	UpAbridge	ApCpos2	ApCbridge	ApGpos1	ApGpos2	ApGbridge	ApUpos2	ApUbridge	ApApos2	ApAbridge
NC_043525.1:131..1489	1.7603816949247222	0.8799346141761761	0.6903440964817101	0.7176323863677926	0.9191046358575806	0.9172504351761281	1.0878842694367488	1.1550243399458235	0.8563245477479647	1.0604372334881031	0.5210732650586917	0.5893294719433876	0.7382286307141798	0.9262463185470434	0.5360929337848035	0.9153081133528648	1.7403517201442624	0.8543469002072255	1.3159460647197174	1.025303171210299	1.301838388590773	1.0704801151229721	0.9707591367310116	1.0973357773380294	1.091853315061217	1.2153987528039758	0.8333042372247301	0.6511675392919957	0.7996069761729305	0.8162912612259353	0.9954271529421723	0.9801155969634229	1.0079239402153584	1.1785980121721618	1.2646225950997192	1.0168291169276824	1.2445398325314736
NC_043525.1:1525..2286	1.6101229843789369	1.2843657470838508	1.0605314960629921	0.6614999124649859	0.90655630882046	1.0211820744629143	1.1991141183035714	1.3722756235144666	0.8112002131099355	1.0871908251346636	0.9149916139295223	0.8239405714023669	1.2522426470588235	1.0573241061130334	0.6435431985294119	0.8886935945638098	0.9519604481024233	0.9650467740929176	1.2431577946139085	1.1021121754600334	1.7639464935446987	0.995294117647059	1.3352057048472141	0.9615289548022602	1.618355119825708	0.8439598180372657	0.5516154452324665	0.6072535055388054	0.7386243386243386	0.4715979784689367	0.7576768983951448	1.1403361344537817	0.7509573616826702	1.3087499999999999	1.0012454241591149	0.901822457378013	0.8215568574645874
NC_043525.1:2303..2992	1.6774970814920758	0.9562448984308042	0.329016563146998	0.5743258798532033	0.9274936228809605	1.0420199837969213	1.1697757007157914	1.0839704302903999	0.9232789763643138	0.7909047979461568	0.3329424255770771	0.49727669101488553	0.963079653787784	0.9667411153818997	0.7555982408317327	0.7932699676451642	1.5675473449854476	1.1187460897506694	1.2459235196904392	0.9203328261129012	1.5390243978304365	1.201167728237792	1.1815723275004582	0.9306765275890491	1.7010903831906812	0.5889147792320221	0.5465832710978342	1.2209442871719598	1.0195578231292517	0.6471623101020882	1.1363109914838834	1.0078392944634982	0.9375805569876332	0.9793351302785266	1.4831475780697774	0.9940253920836444	0.8940311653199254
NC_043525.1:3037..3447	1.5971608149635832	1.6213503374830263	0.8908115070845858	0.7883963036369452	0.6794117647058825	1.1072563331902103	1.5009852703857227	1.3839141255797884	0.6716790741539664	0.6531090312667587	0.3876356825065577	0.34054171648028997	0.8887037441724941	0.7792742237186682	0.8167022751379817	1.7526473512181862	1.5398061288305191	1.0151689782587192	1.2564951562623063	1.201005281369514	1.7786425431043946	0.9502719502719503	1.4147303454195774	0.8840770715770715	1.1961330078590142	1.0486767402278752	0.9423272357723578	0.1648351648351648	1.0376470588235296	0.4230738002846885	0.8025511118813481	1.121212121212121	0.8446029776674938	0.969230769230769	0.41551504493503216	0.9024390243902438	1.4716976226918814
NC_043525.1:3479..5092	1.0352463879925253	0.757617880880931	0.8716634786126629	0.8397713929584619	0.8613099789407151	1.0238011411293244	1.0869728587459453	1.4220870605990232	1.0355876172866016	1.5508608375134425	0.8956447176303599	0.812264313586013	0.7851234775587106	0.8946823717083886	0.6855134630754223	0.869396302727477	1.654211191409321	0.9187705872418754	1.0040093486987485	1.3494366748520188	1.3661184129263293	1.0539305810908686	1.1391738374657632	0.9707888658365714	1.1846931255710602	1.1144600666574092	0.6476394849785407	0.267641347979828	0.9563194465701429	0.9098407301615908	1.0653438496477317	0.9307697109682253	1.1692102368092732	1.0389114607476893	0.7301355071506266	1.0573452608718132	1.2124306496319632
NC_043525.1:5122..11514	1.3613002456814431	0.9003139708925625	0.7099617844645085	0.7251200664503921	0.7536960965723906	0.9192729998211246	1.2355138814948754	1.166339075765216	0.9413660907513922	1.2999938002047937	0.5475001414469542	0.5848055551683593	1.0778676111233096	1.0107692738397949	0.5435234744458957	1.0434740791946655	1.5289506438982599	1.1263231427203717	1.1647430723828796	1.2143897421344594	1.3059933825318053	1.181685329100816	0.8898119341283719	1.09770718562979	1.0664912118081256	1.046411243915156	0.6741309750932035	0.6818401165028248	0.9677169800415266	0.6807232253629887	1.0503155350132427	0.8639015269017336	1.155886750876487	1.027736395376376	1.1576168780708687	1.1127630865008424	0.9835972367061432
NC_043538.1:85..1359	1.1463820398297824	0.47565683112697416	0.19166852255305417	0.36267947551738283	0.4069625434949009	0.899716506630087	1.483237794251181	0.8431953134730142	1.101402337408119	1.936658532819321	0.6016307321837825	0.5511184947161076	0.6790177600103008	0.9006330112094169	0.6062550952896598	0.815250533093127	1.8568792269286316	1.1872414272277039	1.1385438521788194	0.932800575394513	1.1282773672953614	1.5094607596096579	1.2404104167759675	1.0806020225953037	0.9130698597624849	1.0626305321313794	0.6203279702970297	0.6230327946468076	0.8619950153596476	0.6490499891884252	1.2481908239934345	1.268394648829431	1.164410668565468	1.1019307333361872	1.2689532786098185	0.801361386138614	0.7913083213231866
NC_043538.1:1395..2348	1.0580268973949027	1.4780748204616407	0.8816720758384216	0.06105990783410138	0.6079449961802904	0.9848697214734952	1.338643844634628	0.7939070702435945	1.6694450010018032	1.4382152349017236	1.3298162472692685	0.6296097855914617	0.47342071355981413	0.582093253968254	0.5925771306384279	0.9324865636837026	1.4373362296035301	1.0038796313806275	1.1849471283433548	1.0837971552257266	1.367187269607483	1.1805929919137466	1.4193896649568922	1.0117532104969291	1.3349412492269634	0.9676779566570771	0.5887747035573121	0.5773458790630878	0.6190476190476192	0.7145342648929556	0.9141321055404902	1.1318783068783067	1.2078292868427483	1.2666666666666666	1.1515951999718397	0.9036714975845411	1.0090141631790386
NC_043538.1:2370..3014	0.31239727809519763	0.21768088718251816	0.27912176801964467	0.5648269798801024	0.1389723320158103	0.8738076738864349	1.737862701926085	1.991748497887981	1.3384430892678765	1.1219192260272841	0.4157894736842105	0.8541722815154598	1.1234875792885686	0.5725841548309769	0.6400104437454929	1.2286465069598387	1.332177575872078	1.270732848230492	1.369259587846289	1.3549909048756998	1.4796856791619508	1.1516386483273902	1.367638106473435	1.097877628473812	1.121405462204238	0.8676081207811962	0.6243202591692699	0.780121011743508	0.6034324942791762	0.5572511582155266	0.9588705223189711	1.2508480051687931	1.402437382786709	1.2562093435836783	0.7963302332214331	0.8115519961169761	1.0883900134106308
NC_043538.1:3043..4749	1.2767011654338478	0.5431878368499633	0.3410778134658506	0.32091517122985475	0.43112654953330926	1.0534213341483916	1.5668668908201595	0.7721098789333816	1.1161379466421617	1.8308237545919352	0.709532180827934	0.9210627911956155	0.8789016572858037	0.580542194272117	0.668901700182769	0.5661008870210631	1.3076788332286133	1.0565449328644247	1.2755812106592723	0.9351364008898255	1.2305272422859121	1.4534510869565218	1.3583916959809372	0.9545273051170218	1.2134229682412925	1.4908312268353483	0.636993947940537	0.5920162090795137	0.8189282627484875	0.5446713680701366	1.0827153498340538	0.8221534653465346	1.2743895974897006	1.126669017987605	1.0748309310880777	1.1295785316236542	0.923145119971379
