acc	CpCpos2	CpCbridge	CpGpos1	CpGpos2	CpGbridge	CpUpos1	CpUpos2	CpUbridge	CpApos2	CpAbridge	GpCpos2	GpCbridge	GpGpos2	GpGbridge	GpUpos2	GpUbridge	GpApos2	GpAbridge	UpCpos1	UpCpos2	UpCbridge	UpGpos2	UpGbridge	UpUpos1	UpUpos2	UpUbridge	UpApos2	UpAbridge	ApCpos2	ApCbridge	ApGpos1	ApGpos2	ApGbridge	ApUpos2	ApUbridge	ApApos2	ApAbridge
NC_076145.1	1.2196964337561305	1.1288968254287295	0.4942131457160614	0.5021505047522821	0.38917756428375333	0.9335864768297265	1.342634093411316	1.168234320978466	1.148774432136888	1.254983426498328	0.5777937884694956	0.6508684226248797	1.3823744626801597	1.1690792764868838	0.5915805278193452	1.050001907566434	1.2052973897750523	1.1715070662151945	1.2068471980469455	1.0750994373243445	0.9048614038800774	1.3006183668820266	1.1663241513992249	1.0700358414669808	0.825716309471835	0.822876522983215	0.8480570906652485	0.7343479926170704	0.980166924438128	0.7219787786904314	1.0614816554508155	1.1716908590316764	1.085019121658157	1.0155787584274583	1.1970458452626007	0.8696273777120996	0.937436226262126
NC_034541.1	1.2222780124512793	1.29011795091024	0.771102064751148	0.4126699711591121	0.3608486926992996	0.9307080968471213	1.185659762091013	0.940264947943917	1.3785947453515197	1.2462020810776628	0.6145615456078933	0.6854903927441337	1.2434656547666776	0.8541318483196365	0.6349018982006824	1.0469099155375563	1.212816226308849	1.0351979046996511	1.2287744505949147	1.0661292568046192	0.9917865287427882	1.2522827841417858	1.3256992516653474	1.0630170813143842	1.0596037466508996	0.9624287308060818	0.7263402095188825	0.6744926034876386	0.9147062986553433	0.7646501589417198	0.870577362837828	1.0217320539185135	1.1512478661602568	1.0588189360663738	1.244472968892137	0.9848055505065333	0.9567448735496843
NC_076163.1	1.4855423942255763	1.1186362775394445	0.4878061427430034	0.4840390110791031	0.6625738257453705	1.0692973324998611	1.2013056290855595	1.0966760967499185	1.0038920296121034	1.5006199265765012	0.7779127362324505	0.6212658790820702	1.2570966089331783	1.05917511162777	0.711682864206709	1.0696404566526316	1.0724275067043723	1.219952364140642	1.1210674792930033	1.1944131916798248	1.1538135579037878	1.4215241830140086	1.1042501262465085	0.9032923094884565	0.7452556811149342	0.7253929386082405	0.7576922236435797	0.6866926358412949	0.9555547726211764	0.7544444016079583	1.1803997766307064	1.3082322696744755	1.083710737398161	1.0438066465256797	1.085302567073676	0.7446591241847463	0.7131073424511215
NC_034451.1	1.0524796686078641	0.7925864290409983	0.41127959960808425	0.31655762945082094	0.2431587775913882	0.8619348501597135	1.3749666585393403	0.9840629944769568	1.3550784746394497	1.614616425702204	0.5330811541611195	0.614848299189264	0.9922842320707622	0.7825161379941034	0.6824472001265394	0.9617223091865627	1.4104312142688509	1.1079525140198276	1.2080779441162224	1.298362881089743	1.2200940040562167	1.366028716982621	1.433261656948218	1.1138582097998855	1.0658129670636904	1.0114438226844302	0.5478753056201637	0.5742612429865264	0.8166449476701672	0.6014444660331576	1.0382581155496509	1.0614345082812595	1.160332063227184	1.120034774602166	1.3128861032861288	0.9567245026603133	0.9421516001061419
NC_055293.1	1.1313152302243215	1.013805914448646	0.9712690410364829	0.7666214382632293	0.6621336210378992	0.7985136780062784	1.4477387318563788	0.7754582000386347	0.9360198624904508	1.25609358318681	0.932388396111105	0.5742901626788218	0.6702105908812105	0.8476817016844155	0.6799020212500937	1.1055138066937078	1.5755656108597285	1.427302496460343	1.2767685802569522	0.9389665559589093	1.3270520116166942	1.6128970531955604	1.2334094106065567	1.1903292181069958	0.8425833374981259	1.247912874163396	0.5668604651162791	0.46845900706023225	0.6881118881118881	0.8603741504027398	0.8360218185824729	0.9525101763907734	1.0705036560078578	1.2522624434389142	1.5275902191292468	1.0467914438502675	0.6508649435820645
NC_033103.1	1.0426540396104227	0.8041656040767178	0.7194582904720035	0.48089410773463853	0.48072251313682324	0.948067610671414	1.1884844855667749	1.1346318482968931	1.3428803212803293	1.059205089625278	0.4576858047910999	0.5513453876447687	0.8320502922512737	0.821473375697538	0.8144743726195103	0.7460563876441804	1.4408087779503338	1.0478385833735306	1.1951898508402463	1.0461865200087788	1.173532554529903	1.157124611969411	1.149899367156577	1.0463666646641085	0.9719446338956825	0.9297128274014103	0.9081940980637807	0.8298315130460704	0.8197351559162752	0.9042371899867029	0.9117305741932118	1.0274913959950898	1.2420718792388596	1.1235362997658083	1.3940686902689847	0.9832226100664337	0.9808222050957246
NC_055473.1	1.0043710273108664	0.8227176306762177	0.6780635812377386	0.3634373673911551	0.3569957323721067	0.9201372271928606	1.1829980365596318	0.8777400232237607	1.4120160416165215	0.938938759050686	0.5203235445338114	0.5917720357373111	0.8866516379963628	0.8238413589896467	0.858533445472254	0.7238450533496673	1.288695405343534	0.8282702240281251	1.1929244252948181	0.8737161152269367	1.1350125501350155	1.0436718548114576	1.4546167381976844	1.0498632373386672	1.2466885648830097	1.083505304346344	0.800810172497982	0.8457377293551245	0.7407073778967217	0.8460331445323027	0.8917749330057203	0.8844298036107505	0.9607871307026551	1.1301656753422817	1.3596975210179265	1.0650032688377762	1.1549396004673729
NC_075982.1	1.2831714797816642	1.4475882217538012	0.8833477137725412	0.5320210777350316	0.6482817357308547	0.9782897039541768	1.022154516496831	1.0949132890851572	1.2471541437544187	1.3451542910453709	0.6930781204456679	0.5957974009700933	1.2951154158270592	1.0119309819173101	0.886822920835366	1.142452274571343	1.03130182799332	1.136207787871742	1.0909899818248296	1.3044669990085167	0.9833822599590712	1.2848559728233049	1.2345045441684133	1.0366068673537188	0.8200227872881498	0.8775394388355673	0.6125466705218298	0.4478818755747541	1.0595944198370526	0.8875028138959187	1.0186969259161534	1.0062427745664737	1.106747892363299	0.9320969616600734	0.9428774758608325	0.9939973321476213	0.9493255966372556
NC_076914.1	1.1654165032225339	0.9483267699648781	0.5166445696383265	0.6917452527516429	0.678466547591524	1.0106070825277236	1.2522626573698192	1.0971726353039881	1.1659821341382386	1.2498548768797937	0.6990367990666069	0.7426313209068326	1.1234942847272582	0.9565792573041808	0.5930038843160731	1.1625868254417955	1.2189906097288308	1.1806367730309035	1.2209954621995007	1.1845790954951707	0.9827026614536233	1.3162482162829265	1.153539749680442	0.9883164460259999	0.8889717863113932	0.8196361309323338	0.7585879457867558	0.7037347438162201	0.9641423267906882	0.8892654490684261	1.073683839494822	1.079647197556036	1.037523648402287	1.0284551908416946	1.084524239625059	0.9381666461441821	0.9550623978649485
NC_077130.1	1.3251871369332935	1.2360931504828097	0.8496062196294639	0.5327691104150802	0.6101960717169516	1.0823348977669818	1.154217009645189	1.13008945060726	1.0507755473158067	1.608080025236488	0.8335304002826038	0.8090843034046122	1.302363084460988	1.139956197964476	0.7631741367746449	0.9616590807417169	1.0762348567019533	1.1007664800817551	1.044873199522226	1.283274330795619	1.0984159808147491	1.3554512885454213	1.2883762683242421	0.872246123134256	0.9447456290583441	0.8409083333722207	0.4710515034380861	0.5718460808394318	1.0561597968531595	0.7952950809763808	1.0721992564196656	1.121077575314366	0.9185619629292142	0.9406533575317604	0.8017497860648705	0.8825622069207275	0.7644664142553873
NC_055505.1	0.9781124891822874	0.7475485414109645	0.4982144607455501	0.4208361510110088	0.5012233545092246	0.9746926376311413	1.6138573725023533	1.0360521634485174	1.0226697461700622	1.0797918309892647	0.6202316817538726	0.836341845803545	1.1386786199690035	0.7699370323911255	0.6213504656165733	0.9058813404551302	1.4656036148740559	1.1913917219118568	1.1499571927201784	1.11316017256262	1.2314068553246904	1.2494469787915166	1.2479817832904756	1.020260421828755	1.0011294886242788	0.9690725973482933	0.8059792863249078	0.8412538838991946	0.7765694852604499	0.6412614480933789	1.0028706672415861	1.1614709995886463	1.173895634213681	1.1379649359094635	1.1421425053365453	0.8951219946635127	0.9147155567152113
NC_055457.1	1.2557448131439777	1.3373496873453776	0.8330052442772067	0.45754349618909773	0.5927400353795345	0.9566846464333052	1.2547604206111127	1.0585956903576457	1.0866058834868442	1.5311180251645944	0.7818507360084819	0.6919283146320357	1.4118221798973023	1.006030887642276	0.8552948945840296	1.1454542671379366	0.9011936158097259	1.0217539989856321	1.0466140283099314	1.2371091914527141	0.9662653305966615	1.2201111150584678	1.3250234927498894	1.0646575671113936	0.9460562434129699	0.9244225338810241	0.6859953688618956	0.7148650182096715	1.1416566199577052	0.7646671094057486	1.0933944420193802	1.1238236869071823	1.0267621046872635	0.8515420783363369	0.9366671428457345	0.8863460248353664	0.8340573903825649
NC_076182.1	1.0295158994857738	0.7856241796499671	0.9983711284985713	0.6207937573450976	0.7323546685410177	0.9181035890714532	1.2569717476438824	1.1581372011418074	1.1843438445660965	1.1457662888811637	0.6134813155019964	0.5912506214128352	0.7189478150480254	0.8778085828535149	0.9342683505534924	0.8037831209988984	1.4821510019025144	1.0535766402008138	1.1358332937988285	1.2105103724148594	1.4039708880488406	1.1965200482602094	1.1897001474131936	1.0793936513306512	1.0117300268570648	1.101169443468318	0.691969454477566	0.647863063462309	0.8005593451568893	0.8957333700793452	0.8476049340199988	1.0447561078803547	1.0386206816109949	1.1447425742574255	1.2437227949367038	0.9669916890115047	0.9784265862896423
NC_034454.1	1.1451654914980658	0.8051261734279872	0.3223411357047651	0.13280335845963867	0.12422652949259212	0.9228710580529889	1.444346074705299	1.0088716395142137	1.3347068677073004	1.33663772865287	0.5395209895058636	0.5407123014991527	0.8455432264993873	0.7726421323627143	0.6951257923141781	0.8096247916303929	1.4643656609377838	0.840791838820348	1.2201852247376452	0.9338173780574365	1.0145767220874624	1.2866153996399121	1.2582929941488354	1.059937923317129	0.9614013239872273	1.01970993957963	0.8597707282566502	0.8323875511281909	0.5892611082638946	0.8290908044719969	1.0778059784690235	0.9942282885243896	1.303752094695811	1.244540909811364	1.3292687332469648	1.003846179982196	1.0358719842329
